Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
193291,Ben Baez,GRE,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
377779,Garrett Mullins,TAL,3B,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
921100,Matthew Freeman,VIS,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
883202,Zach Palacios,GIL,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
229761,Brett Almonte,ROC,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
606944,Ronel Haseley,FAY,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
641844,Matt Cruz,PAS,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
841403,James Villar,PAS,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
735553,Cole Meyers,NEW,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
388894,Blake Latz,STE,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
179509,Richie LeMahieu,BOI,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
824792,Louie Hensley,BIR,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
929707,Isan May,NAS,OF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
477695,Joey Dominguez,RIC,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
933498,Drew Harris,HAV,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
278040,Travis Whitlock,SAN,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
888094,Paul Nelson,VIS,1B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
752276,Jake Morejon,SUN,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
1045751,Bo Cole,VIS,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
443065,Michael Raley,SAN,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
902027,Chase Castro,MCH,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
239147,Keynan Herrin,LEW,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
171286,Reese Monasterio,RIC,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
29134,Tyler Maldonado,MCH,1B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
283927,Deivi Maeda,STE,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
765278,Alex Carlson,ERI,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
222778,Kolby Kremer,MEL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
547651,Stuart Mateo,PAS,2B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
579758,Estevan Kuhnel,JAC,C,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
538630,Kevin Straw,SAN,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
130316,Quinn Silseth,HAV,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
469877,Devin Greene,SAN,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
332639,Evan Bauers,FAY,OF,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
7352,Brian Alonso,THO,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
594956,Ian Morel,VIS,1B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
565983,Sean Maile,SUN,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
350221,Cam Baez,ROC,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
344712,Tylor Pratto,BIR,1B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
535383,Justin Busch,ERI,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
329351,Ramon Lawlar,HAV,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
241015,Jo Karinchak,RIC,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
293675,Jordan Hartwig,FAY,DH,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
566801,Tucker Mendick,PAS,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
513281,Patrick Zerpa,TAL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
438729,Jake Garcia,THO,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
544644,Jordan Suter,FAY,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
688615,Ryan Greene,RAC,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
933031,Luis deGrom,GRE,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
733112,Sam Sheehan,FAY,1B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
713599,Giancarlo Yates,FAY,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
381421,Mitch Mauricio,NEI,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
